Sexo,Edades,Grupo etario ,Municipio ,Región,Etnía ,Migrante,Fecha desaparición,Día de la semana,Horario ,Estatus,Fecha localización,Tiempo desap,Rango tiempo,Fuente,Sistematización,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,4/24/2020,Viernes,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Pijijiapan, Chiapas ",Istmo-Costa,Mestiza,No aplica,4/26/2020,Domingo,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,Berriozábal Chiapas,Metropolitana,Indígena,No aplica,4/27/2020,Lunes,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,4/28/2020,Martes,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,4/29/2020,Miércoles,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,4/29/2020,Miércoles,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,9,6 a 11,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,4/30/2020,Jueves,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,7,6 a 11,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,4/30/2020,Jueves,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,Mestiza,No aplica,5/2/2020,Sábado,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Mapastepec, Chiapas ",Istmo-Costa,Mestiza,No aplica,5/5/2020,Martes,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Mezcalapa, Chiapas",Mezcalapa,Mestiza,No aplica,5/8/2020,Viernes,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,5/8/2020,Viernes,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Pijijiapan, Chiapas ",Istmo-Costa,Mestiza,No aplica,5/11/2020,Lunes,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Hombre,17,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,5/11/2020,Lunes,No especificado,No localizada,No aplica,No aplica,No aplica,Fiscalia Contra la Desaparición forzada de personas y la cometida por particulares ,Melel Xojobal,,
Mujer,16,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,5/11/2020,Lunes,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Acala, Chiapas ",De los llanos,Mestiza,No aplica,5/12/2020,Martes,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,11,6 a 11,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Indígena,No aplica,5/12/2020,Martes,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Hombre,1,0 a 5,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,5/14/2020,Jueves,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,5/14/2020,Jueves,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,5/14/2020,Jueves,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Indígena,No aplica,5/15/2020,Viernes,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,5/16/2020,Sábado,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Indígena,No aplica,5/17/2020,Domingo,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,5/18/2020,Lunes,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,5/18/2020,Lunes,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Hombre,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Indígena,No aplica,5/21/2020,Jueves,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,5/21/2020,Jueves,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,5/22/2020,Viernes,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Hombre,1,0 a 5,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,5/23/2020,Sábado,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,5/23/2020,Sábado,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,3,0 a 5,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,5/23/2020,Sábado,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Hombre,14,12 a 17,"Villaflores, Chiapas ",Frailesca,Mestiza,No aplica,5/23/2020,Sábado,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,8,6 a 11,"Villaflores, Chiapas ",Frailesca,Mestiza,No aplica,5/23/2020,Sábado,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Chilón, Chiapas ",Tulijá,Mestiza,No aplica,5/24/2020,Domingo,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,6,6 a 11,"Chilón, Chiapas ",Tulijá,Mestiza,No aplica,5/24/2020,Domingo,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,5/24/2020,Domingo,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Indígena,No aplica,5/26/2020,Martes,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Chiapa de Corzo, Chiapas ",Metropolitana,Mestiza,No aplica,5/30/2020,Sábado,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Tenejapa, Chiapas ",Altos,Indígena,No aplica,5/31/2020,Domingo,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,6/1/2020,Lunes,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Motozintla, Chiapas",Sierra Mariscal,Mestiza,No aplica,6/3/2020,Miércoles,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Hombre,15,12 a 17,"Cacahoatán, Chiapas",Soconusco,Indígena,No aplica,6/5/2020,Viernes,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,No especificado,No especificado,Mestiza,No aplica,6/5/2020,Viernes,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Huixtla, Chiapas ",Soconusco,Mestiza,No aplica,6/6/2020,Sábado,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Hombre,1,0 a 5,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,6/6/2020,Sábado,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,Comitan de Dominguez ,Meseta Comiteca,Mestiza,No aplica,6/8/2020,Lunes,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"Villa Comaltitán, Chiapas ",Soconusco,Mestiza,No aplica,6/10/2020,Miércoles,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Villa Comaltitán, Chiapas ",Soconusco,Mestiza,No aplica,6/11/2020,Jueves,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,6/13/2020,Sábado,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Chiapa de Corzo, Chiapas ",Metropolitana,Indígena,No aplica,6/14/2020,Domingo,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"Mezcalapa, Chiapas",Mezcalapa,Indígena,No aplica,6/16/2020,Martes,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Hombre,12,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,6/17/2020,Miércoles,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Acapetahua, Chiapas",Soconusco,Mestiza,No aplica,6/19/2020,Viernes,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,6,6 a 11,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,6/19/2020,Viernes,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,4,0 a 5,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,6/19/2020,Viernes,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Villa Corzo, Chiapas ",Frailesca,Mestiza,No aplica,6/25/2020,Jueves,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Pijijiapan, Chiapas ",Istmo-Costa,Mestiza,No aplica,6/26/2020,Viernes,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,Mestiza,No aplica,6/26/2020,Viernes,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,6/26/2020,Viernes,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,6/27/2020,Sábado,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,11,6 a 11,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,6/28/2020,Domingo,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Hombre,2,0 a 5,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,6/30/2020,Martes,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Tapachula, Chiapas",Soconusco,Mestiza,No aplica,6/30/2020,Martes,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Hombre,15,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,7/2/2020,Jueves,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,7/3/2020,Viernes,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Venustiano Carranza, Chiapas",De los llanos,Mestiza,No aplica,7/4/2020,Sábado,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Hombre,2,0 a 5,"Huixtla, Chiapas ",Soconusco,Mestiza,No aplica,7/7/2020,Martes,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,9,6 a 11,"Huixtla, Chiapas ",Soconusco,Mestiza,No aplica,7/7/2020,Martes,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Indígena,No aplica,7/7/2020,Martes,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,11,6 a 11,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,7/8/2020,Miércoles,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Villa Comaltitán, Chiapas ",Soconusco,Mestiza,No aplica,7/8/2020,Miércoles,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Pichucalco, Chiapas ",Norte,Mestiza,No aplica,7/9/2020,Jueves,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,7/9/2020,Jueves,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,Berriozábal Chiapas,Metropolitana,Mestiza,No aplica,7/13/2020,Lunes,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Pijijiapan, Chiapas ",Istmo-Costa,Mestiza,No aplica,7/13/2020,Lunes,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,7/13/2020,Lunes,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,7/14/2020,Martes,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,7/15/2020,Miércoles,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Pijijiapan, Chiapas ",Istmo-Costa,Mestiza,No aplica,7/16/2020,Jueves,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Pijijiapan, Chiapas ",Istmo-Costa,Mestiza,No aplica,7/16/2020,Jueves,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Tapachula, Chiapas",Soconusco,Mestiza,No aplica,7/17/2020,Viernes,No especificado,No localizada,No aplica,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,7/17/2020,Viernes,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
Mujer,4,0 a 5,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,7/19/2020,Domingo,No especificado,Localizada,No especificado,No aplica,No aplica,Observatorio Feminista contra la Violencia a las Mujeres de Chiapas,Melel Xojobal,,
